Source,Target,Type,Weight,movie_id,movie_title,release_date
P-3084,P-3,Undirected,1,28,Apocalypse Now,1979-05-19
P-190,P-193,Undirected,1,33,Unforgiven,1992-08-07
P-190,P-192,Undirected,1,33,Unforgiven,1992-08-07
P-193,P-192,Undirected,1,33,Unforgiven,1992-08-07
P-206,P-204,Undirected,1,38,Eternal Sunshine of the Spotless Mind,2004-03-19
P-62,P-287,Undirected,1,63,Twelve Monkeys,1995-12-29
P-190,P-193,Undirected,1,66,Absolute Power,1997-02-14
P-190,P-192,Undirected,1,70,Million Dollar Baby,2004-12-05
P-500,P-192,Undirected,1,74,War of the Worlds,2005-06-28
P-514,P-524,Undirected,1,75,Mars Attacks!,1996-12-13
P-3,P-738,Undirected,1,89,Indiana Jones and the Last Crusade,1989-05-24
P-62,P-880,Undirected,1,95,Armageddon,1998-07-01
P-776,P-2632,Undirected,1,96,Beverly Hills Cop II,1987-05-18
P-380,P-1038,Undirected,1,103,Taxi Driver,1976-02-09
P-976,P-287,Undirected,1,107,Snatch,2000-09-01
P-1158,P-1160,Undirected,1,111,Scarface,1983-12-09
P-1205,P-1204,Undirected,1,114,Pretty Woman,1990-03-23
P-1230,P-1231,Undirected,1,115,The Big Lebowski,1998-03-06
P-1269,P-738,Undirected,1,117,The Untouchables,1987-06-03
P-1269,P-380,Undirected,1,117,The Untouchables,1987-06-03
P-738,P-380,Undirected,1,117,The Untouchables,1987-06-03
P-85,P-1283,Undirected,1,118,Charlie and the Chocolate Factory,2005-07-13
P-1327,P-112,Undirected,1,120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18
P-1327,P-112,Undirected,1,121,The Lord of the Rings: The Two Towers,2002-12-18
P-1461,P-1230,Undirected,1,134,"O Brother, Where Art Thou?",2000-08-30
P-1748,P-1749,Undirected,1,152,Star Trek: The Motion Picture,1979-12-07
P-1532,P-1245,Undirected,1,153,Lost in Translation,2003-09-18
P-1748,P-1749,Undirected,1,154,Star Trek II: The Wrath of Khan,1982-06-04
P-3894,P-3895,Undirected,1,155,The Dark Knight,2008-07-16
P-3894,P-64,Undirected,1,155,The Dark Knight,2008-07-16
P-3894,P-192,Undirected,1,155,The Dark Knight,2008-07-16
P-3895,P-64,Undirected,1,155,The Dark Knight,2008-07-16
P-3895,P-192,Undirected,1,155,The Dark Knight,2008-07-16
P-64,P-192,Undirected,1,155,The Dark Knight,2008-07-16
P-1748,P-1749,Undirected,1,157,Star Trek III: The Search for Spock,1984-06-01
P-1461,P-287,Undirected,1,161,Ocean's Eleven,2001-12-07
P-1461,P-1892,Undirected,1,161,Ocean's Eleven,2001-12-07
P-1461,P-1204,Undirected,1,161,Ocean's Eleven,2001-12-07
P-287,P-1892,Undirected,1,161,Ocean's Eleven,2001-12-07
P-287,P-1204,Undirected,1,161,Ocean's Eleven,2001-12-07
P-1892,P-1204,Undirected,1,161,Ocean's Eleven,2001-12-07
P-85,P-1920,Undirected,1,162,Edward Scissorhands,1990-12-07
P-1461,P-1204,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-287,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-1892,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-1922,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1461,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-287,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-1892,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-1922,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1204,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-287,P-1892,Undirected,1,163,Ocean's Twelve,2004-12-09
P-287,P-1922,Undirected,1,163,Ocean's Twelve,2004-12-09
P-287,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1892,P-1922,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1892,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1922,P-62,Undirected,1,163,Ocean's Twelve,2004-12-09
P-1748,P-1749,Undirected,1,168,Star Trek IV: The Voyage Home,1986-11-26
P-1748,P-1749,Undirected,1,172,Star Trek V: The Final Frontier,1989-06-09
P-1748,P-1749,Undirected,1,174,Star Trek VI: The Undiscovered Country,1991-12-06
P-2227,P-2228,Undirected,1,179,The Interpreter,2005-04-08
P-2231,P-380,Undirected,1,184,Jackie Brown,1997-12-25
P-2231,P-2232,Undirected,1,184,Jackie Brown,1997-12-25
P-380,P-2232,Undirected,1,184,Jackie Brown,1997-12-25
P-192,P-2282,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-192,P-62,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-2282,P-62,Undirected,1,186,Lucky Number Slevin,2006-02-24
P-62,P-56731,Undirected,1,187,Sin City,2005-04-01
P-56731,P-62,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-56731,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-62,P-237405,Undirected,1,189,Sin City: A Dame to Kill For,2014-08-20
P-2387,P-1748,Undirected,1,193,Star Trek: Generations,1994-11-18
P-2387,P-2524,Undirected,1,201,Star Trek: Nemesis,2002-12-13
P-3,P-112,Undirected,1,217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21
P-3,P-10959,Undirected,1,217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21
P-3,P-5049,Undirected,1,217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21
P-112,P-10959,Undirected,1,217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21
P-112,P-5049,Undirected,1,217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21
P-10959,P-5049,Undirected,1,217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21
P-1100,P-2713,Undirected,1,218,The Terminator,1984-10-26
P-1461,P-1892,Undirected,1,231,Syriana,2005-11-23
P-1461,P-19492,Undirected,1,231,Syriana,2005-11-23
P-1892,P-19492,Undirected,1,231,Syriana,2005-11-23
P-2628,P-3037,Undirected,1,235,Stand by Me,1986-08-08
P-2628,P-3036,Undirected,1,235,Stand by Me,1986-08-08
P-3037,P-3036,Undirected,1,235,Stand by Me,1986-08-08
P-3084,P-1158,Undirected,1,238,The Godfather,1972-03-14
P-3084,P-3092,Undirected,1,238,The Godfather,1972-03-14
P-1158,P-3092,Undirected,1,238,The Godfather,1972-03-14
P-57755,P-3223,Undirected,1,241,Natural Born Killers,1994-08-26
P-57755,P-2176,Undirected,1,241,Natural Born Killers,1994-08-26
P-3223,P-2176,Undirected,1,241,Natural Born Killers,1994-08-26
P-1158,P-3092,Undirected,1,242,The Godfather Part III,1990-12-25
P-3036,P-1922,Undirected,1,243,High Fidelity,2000-03-17
P-3291,P-3293,Undirected,1,245,About a Boy,2002-04-26
P-3416,P-2395,Undirected,1,251,Ghost,1990-07-13
P-3489,P-3490,Undirected,1,254,King Kong,2005-12-12
P-2232,P-514,Undirected,1,268,Batman,1989-06-21
P-3894,P-3895,Undirected,1,272,Batman Begins,2005-06-10
P-3894,P-3896,Undirected,1,272,Batman Begins,2005-06-10
P-3894,P-3897,Undirected,1,272,Batman Begins,2005-06-10
P-3894,P-64,Undirected,1,272,Batman Begins,2005-06-10
P-3894,P-192,Undirected,1,272,Batman Begins,2005-06-10
P-3895,P-3896,Undirected,1,272,Batman Begins,2005-06-10
P-3895,P-3897,Undirected,1,272,Batman Begins,2005-06-10
P-3895,P-64,Undirected,1,272,Batman Begins,2005-06-10
P-3895,P-192,Undirected,1,272,Batman Begins,2005-06-10
P-3896,P-3897,Undirected,1,272,Batman Begins,2005-06-10
P-3896,P-64,Undirected,1,272,Batman Begins,2005-06-10
P-3896,P-192,Undirected,1,272,Batman Begins,2005-06-10
P-3897,P-64,Undirected,1,272,Batman Begins,2005-06-10
P-3897,P-192,Undirected,1,272,Batman Begins,2005-06-10
P-64,P-192,Undirected,1,272,Batman Begins,2005-06-10
P-1038,P-4173,Undirected,1,274,The Silence of the Lambs,1991-02-14
P-1100,P-2713,Undirected,1,280,Terminator 2: Judgment Day,1991-07-03
P-85,P-1619,Undirected,1,285,Pirates of the Caribbean: At World's End,2007-05-19
P-1100,P-6194,Undirected,1,296,Terminator 3: Rise of the Machines,2003-07-02
P-287,P-4173,Undirected,1,297,Meet Joe Black,1998-11-12
P-1461,P-287,Undirected,1,298,Ocean's Thirteen,2007-06-05
P-1461,P-1158,Undirected,1,298,Ocean's Thirteen,2007-06-05
P-1461,P-1892,Undirected,1,298,Ocean's Thirteen,2007-06-05
P-287,P-1158,Undirected,1,298,Ocean's Thirteen,2007-06-05
P-287,P-1892,Undirected,1,298,Ocean's Thirteen,2007-06-05
P-1158,P-1892,Undirected,1,298,Ocean's Thirteen,2007-06-05
P-1532,P-4430,Undirected,1,308,Broken Flowers,2005-07-31
P-1532,P-4431,Undirected,1,308,Broken Flowers,2005-07-31
P-1532,P-3063,Undirected,1,308,Broken Flowers,2005-07-31
P-4430,P-4431,Undirected,1,308,Broken Flowers,2005-07-31
P-4430,P-3063,Undirected,1,308,Broken Flowers,2005-07-31
P-4431,P-3063,Undirected,1,308,Broken Flowers,2005-07-31
P-206,P-192,Undirected,1,310,Bruce Almighty,2003-05-23
P-206,P-4491,Undirected,1,310,Bruce Almighty,2003-05-23
P-206,P-4495,Undirected,1,310,Bruce Almighty,2003-05-23
P-192,P-4491,Undirected,1,310,Bruce Almighty,2003-05-23
P-192,P-4495,Undirected,1,310,Bruce Almighty,2003-05-23
P-4491,P-4495,Undirected,1,310,Bruce Almighty,2003-05-23
P-4587,P-4430,Undirected,1,314,Catwoman,2004-07-22
P-64,P-287,Undirected,1,319,True Romance,1993-09-09
P-64,P-4690,Undirected,1,319,True Romance,1993-09-09
P-64,P-2231,Undirected,1,319,True Romance,1993-09-09
P-287,P-4690,Undirected,1,319,True Romance,1993-09-09
P-287,P-2231,Undirected,1,319,True Romance,1993-09-09
P-4690,P-2231,Undirected,1,319,True Romance,1993-09-09
P-1158,P-2157,Undirected,1,320,Insomnia,2002-05-24
P-2228,P-4724,Undirected,1,322,Mystic River,2003-10-08
P-4784,P-4785,Undirected,1,329,Jurassic Park,1993-06-11
P-4784,P-2231,Undirected,1,329,Jurassic Park,1993-06-11
P-4785,P-2231,Undirected,1,329,Jurassic Park,1993-06-11
P-4785,P-1231,Undirected,1,330,The Lost World: Jurassic Park,1997-05-23
P-4785,P-4937,Undirected,1,330,The Lost World: Jurassic Park,1997-05-23
P-1231,P-4937,Undirected,1,330,The Lost World: Jurassic Park,1997-05-23
P-500,P-1231,Undirected,1,334,Magnolia,1999-12-17
P-500,P-2227,Undirected,1,345,Eyes Wide Shut,1999-07-16
P-10205,P-5049,Undirected,1,348,Alien,1979-05-25
P-5064,P-1813,Undirected,1,350,The Devil Wears Prada,2006-06-29
P-5064,P-5081,Undirected,1,350,The Devil Wears Prada,2006-06-29
P-5064,P-10583,Undirected,1,350,The Devil Wears Prada,2006-06-29
P-1813,P-5081,Undirected,1,350,The Devil Wears Prada,2006-06-29
P-1813,P-10583,Undirected,1,350,The Devil Wears Prada,2006-06-29
P-5081,P-10583,Undirected,1,350,The Devil Wears Prada,2006-06-29
P-2232,P-1160,Undirected,1,364,Batman Returns,1992-06-19
P-2232,P-4690,Undirected,1,364,Batman Returns,1992-06-19
P-1160,P-4690,Undirected,1,364,Batman Returns,1992-06-19
P-2963,P-1230,Undirected,1,378,Raising Arizona,1987-03-13
P-2963,P-3910,Undirected,1,378,Raising Arizona,1987-03-13
P-1230,P-3910,Undirected,1,378,Raising Arizona,1987-03-13
P-4483,P-500,Undirected,1,380,Rain Man,1988-12-12
P-5292,P-1038,Undirected,1,388,Inside Man,2006-03-17
P-1137,P-85,Undirected,1,392,Chocolat,2000-12-22
P-1137,P-5309,Undirected,1,392,Chocolat,2000-12-22
P-85,P-5309,Undirected,1,392,Chocolat,2000-12-22
P-524,P-5374,Undirected,1,401,Garden State,2004-07-28
P-3392,P-4430,Undirected,1,402,Basic Instinct,1992-03-20
P-5469,P-1137,Undirected,1,409,The English Patient,1996-11-14
P-5469,P-5472,Undirected,1,409,The English Patient,1996-11-14
P-1137,P-5472,Undirected,1,409,The English Patient,1996-11-14
P-3896,P-3063,Undirected,1,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07
P-3896,P-5530,Undirected,1,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07
P-3063,P-5530,Undirected,1,411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07
P-2176,P-206,Undirected,1,414,Batman Forever,1995-06-16
P-2176,P-2227,Undirected,1,414,Batman Forever,1995-06-16
P-2176,P-69597,Undirected,1,414,Batman Forever,1995-06-16
P-206,P-2227,Undirected,1,414,Batman Forever,1995-06-16
P-206,P-69597,Undirected,1,414,Batman Forever,1995-06-16
P-2227,P-69597,Undirected,1,414,Batman Forever,1995-06-16
P-1461,P-1100,Undirected,1,415,Batman & Robin,1997-06-20
P-1532,P-112,Undirected,1,421,The Life Aquatic with Steve Zissou,2004-12-10
P-1532,P-4785,Undirected,1,421,The Life Aquatic with Steve Zissou,2004-12-10
P-112,P-4785,Undirected,1,421,The Life Aquatic with Steve Zissou,2004-12-10
P-3896,P-2282,Undirected,1,424,Schindler's List,1993-12-15
P-3896,P-5469,Undirected,1,424,Schindler's List,1993-12-15
P-2282,P-5469,Undirected,1,424,Schindler's List,1993-12-15
P-2963,P-6240,Undirected,1,451,Leaving Las Vegas,1995-10-27
P-934,P-6161,Undirected,1,453,A Beautiful Mind,2001-12-14
P-934,P-6162,Undirected,1,453,A Beautiful Mind,2001-12-14
P-6161,P-6162,Undirected,1,453,A Beautiful Mind,2001-12-14
P-6193,P-6194,Undirected,1,454,Romeo + Juliet,1996-11-01
P-6193,P-22226,Undirected,1,454,Romeo + Juliet,1996-11-01
P-6194,P-22226,Undirected,1,454,Romeo + Juliet,1996-11-01
P-2228,P-3489,Undirected,1,470,21 Grams,2003-09-06
P-2231,P-3894,Undirected,1,479,Shaft,2000-06-15
P-2231,P-9281,Undirected,1,479,Shaft,2000-06-15
P-3894,P-9281,Undirected,1,479,Shaft,2000-06-15
P-2963,P-4784,Undirected,1,483,Wild at Heart,1990-08-17
P-1892,P-2157,Undirected,1,489,Good Will Hunting,1997-12-05
P-1892,P-880,Undirected,1,489,Good Will Hunting,1997-12-05
P-2157,P-880,Undirected,1,489,Good Will Hunting,1997-12-05
P-3036,P-6941,Undirected,1,492,Being John Malkovich,1999-10-29
P-3036,P-6949,Undirected,1,492,Being John Malkovich,1999-10-29
P-3036,P-6952,Undirected,1,492,Being John Malkovich,1999-10-29
P-6941,P-6949,Undirected,1,492,Being John Malkovich,1999-10-29
P-6941,P-6952,Undirected,1,492,Being John Malkovich,1999-10-29
P-6949,P-6952,Undirected,1,492,Being John Malkovich,1999-10-29
P-6730,P-6736,Undirected,1,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01
P-6856,P-3037,Undirected,1,503,Poseidon,2006-05-03
P-6856,P-20497,Undirected,1,503,Poseidon,2006-05-03
P-3037,P-20497,Undirected,1,503,Poseidon,2006-05-03
P-6885,P-6886,Undirected,1,504,Monster,2003-12-24
P-3291,P-4566,Undirected,1,508,Love Actually,2003-09-07
P-3291,P-7056,Undirected,1,508,Love Actually,2003-09-07
P-3291,P-3896,Undirected,1,508,Love Actually,2003-09-07
P-3291,P-5472,Undirected,1,508,Love Actually,2003-09-07
P-3291,P-7060,Undirected,1,508,Love Actually,2003-09-07
P-3291,P-10730,Undirected,1,508,Love Actually,2003-09-07
P-4566,P-7056,Undirected,1,508,Love Actually,2003-09-07
P-4566,P-3896,Undirected,1,508,Love Actually,2003-09-07
P-4566,P-5472,Undirected,1,508,Love Actually,2003-09-07
P-4566,P-7060,Undirected,1,508,Love Actually,2003-09-07
P-4566,P-10730,Undirected,1,508,Love Actually,2003-09-07
P-7056,P-3896,Undirected,1,508,Love Actually,2003-09-07
P-7056,P-5472,Undirected,1,508,Love Actually,2003-09-07
P-7056,P-7060,Undirected,1,508,Love Actually,2003-09-07
P-7056,P-10730,Undirected,1,508,Love Actually,2003-09-07
P-3896,P-5472,Undirected,1,508,Love Actually,2003-09-07
P-3896,P-7060,Undirected,1,508,Love Actually,2003-09-07
P-3896,P-10730,Undirected,1,508,Love Actually,2003-09-07
P-5472,P-7060,Undirected,1,508,Love Actually,2003-09-07
P-5472,P-10730,Undirected,1,508,Love Actually,2003-09-07
P-7060,P-10730,Undirected,1,508,Love Actually,2003-09-07
P-1204,P-3291,Undirected,1,509,Notting Hill,1999-05-21
P-1245,P-6968,Undirected,1,512,Scoop,2006-07-27
P-380,P-4430,Undirected,1,524,Casino,1995-11-22
P-380,P-4517,Undirected,1,524,Casino,1995-11-22
P-4430,P-4517,Undirected,1,524,Casino,1995-11-22
P-7172,P-7174,Undirected,1,525,The Blues Brothers,1980-06-16
P-7172,P-7175,Undirected,1,525,The Blues Brothers,1980-06-16
P-7174,P-7175,Undirected,1,525,The Blues Brothers,1980-06-16
P-5469,P-1283,Undirected,1,533,Wallace & Gromit: The Curse of the Were-Rabbit,2005-09-15
P-3894,P-65731,Undirected,1,534,Terminator Salvation,2009-05-20
P-3894,P-1283,Undirected,1,534,Terminator Salvation,2009-05-20
P-65731,P-1283,Undirected,1,534,Terminator Salvation,2009-05-20
P-6941,P-7399,Undirected,1,544,There's Something About Mary,1998-07-15
P-4135,P-1245,Undirected,1,547,The Horse Whisperer,1998-02-01
P-287,P-1283,Undirected,1,550,Fight Club,1999-10-15
P-287,P-7499,Undirected,1,550,Fight Club,1999-10-15
P-1283,P-7499,Undirected,1,550,Fight Club,1999-10-15
P-2227,P-6162,Undirected,1,553,Dogville,2003-05-21
P-2227,P-5049,Undirected,1,553,Dogville,2003-05-21
P-6162,P-5049,Undirected,1,553,Dogville,2003-05-21
P-2219,P-17051,Undirected,1,557,Spider-Man,2002-05-01
P-2219,P-9281,Undirected,1,557,Spider-Man,2002-05-01
P-17051,P-9281,Undirected,1,557,Spider-Man,2002-05-01
P-2219,P-17051,Undirected,1,558,Spider-Man 2,2004-06-25
P-2219,P-9281,Undirected,1,558,Spider-Man 2,2004-06-25
P-17051,P-9281,Undirected,1,558,Spider-Man 2,2004-06-25
P-2219,P-17051,Undirected,1,559,Spider-Man 3,2007-05-01
P-2219,P-9281,Undirected,1,559,Spider-Man 3,2007-05-01
P-17051,P-9281,Undirected,1,559,Spider-Man 3,2007-05-01
P-6384,P-3293,Undirected,1,561,Constantine,2005-02-08
P-6384,P-10959,Undirected,1,561,Constantine,2005-02-08
P-6384,P-3063,Undirected,1,561,Constantine,2005-02-08
P-3293,P-10959,Undirected,1,561,Constantine,2005-02-08
P-3293,P-3063,Undirected,1,561,Constantine,2005-02-08
P-10959,P-3063,Undirected,1,561,Constantine,2005-02-08
P-62,P-4566,Undirected,1,562,Die Hard,1988-07-15
P-18269,P-3293,Undirected,1,564,The Mummy,1999-04-16
P-31,P-4724,Undirected,1,568,Apollo 13,1995-06-30
P-31,P-87485,Undirected,1,568,Apollo 13,1995-06-30
P-4724,P-87485,Undirected,1,568,Apollo 13,1995-06-30
P-8167,P-8170,Undirected,1,584,2 Fast 2 Furious,2003-06-05
P-1230,P-7904,Undirected,1,585,"Monsters, Inc.",2001-11-01
P-3061,P-4431,Undirected,1,587,Big Fish,2003-12-25
P-3061,P-1283,Undirected,1,587,Big Fish,2003-12-25
P-3061,P-8293,Undirected,1,587,Big Fish,2003-12-25
P-4431,P-1283,Undirected,1,587,Big Fish,2003-12-25
P-4431,P-8293,Undirected,1,587,Big Fish,2003-12-25
P-1283,P-8293,Undirected,1,587,Big Fish,2003-12-25
P-1231,P-2227,Undirected,1,590,The Hours,2002-12-27
P-1231,P-5064,Undirected,1,590,The Hours,2002-12-27
P-1231,P-6194,Undirected,1,590,The Hours,2002-12-27
P-2227,P-5064,Undirected,1,590,The Hours,2002-12-27
P-2227,P-6194,Undirected,1,590,The Hours,2002-12-27
P-5064,P-6194,Undirected,1,590,The Hours,2002-12-27
P-31,P-1327,Undirected,1,591,The Da Vinci Code,2006-05-17
P-31,P-6162,Undirected,1,591,The Da Vinci Code,2006-05-17
P-1327,P-6162,Undirected,1,591,The Da Vinci Code,2006-05-17
P-31,P-1922,Undirected,1,594,The Terminal,2004-06-17
P-6193,P-204,Undirected,1,597,Titanic,1997-11-18
P-2888,P-4785,Undirected,1,602,Independence Day,1996-06-25
P-4135,P-5064,Undirected,1,606,Out of Africa,1985-12-20
P-2176,P-2888,Undirected,1,607,Men in Black,1997-07-02
P-2176,P-2888,Undirected,1,608,Men in Black II,2002-07-03
P-2176,P-82702,Undirected,1,608,Men in Black II,2002-07-03
P-2888,P-82702,Undirected,1,608,Men in Black II,2002-07-03
P-4724,P-1532,Undirected,1,617,Wild Things,1998-03-20
P-1269,P-8851,Undirected,1,619,The Bodyguard,1992-11-25
P-1532,P-10205,Undirected,1,620,Ghostbusters,1984-06-08
P-500,P-287,Undirected,1,628,Interview with the Vampire,1994-11-11
P-5472,P-3291,Undirected,1,634,Bridget Jones's Diary,2001-04-13
P-6193,P-31,Undirected,1,640,Catch Me If You Can,2002-12-16
P-6193,P-4690,Undirected,1,640,Catch Me If You Can,2002-12-16
P-6193,P-9281,Undirected,1,640,Catch Me If You Can,2002-12-16
P-31,P-4690,Undirected,1,640,Catch Me If You Can,2002-12-16
P-31,P-9281,Undirected,1,640,Catch Me If You Can,2002-12-16
P-4690,P-9281,Undirected,1,640,Catch Me If You Can,2002-12-16
P-2157,P-2282,Undirected,1,644,A.I. Artificial Intelligence,2001-06-29
P-2157,P-5064,Undirected,1,644,A.I. Artificial Intelligence,2001-06-29
P-2157,P-2632,Undirected,1,644,A.I. Artificial Intelligence,2001-06-29
P-2282,P-5064,Undirected,1,644,A.I. Artificial Intelligence,2001-06-29
P-2282,P-2632,Undirected,1,644,A.I. Artificial Intelligence,2001-06-29
P-5064,P-2632,Undirected,1,644,A.I. Artificial Intelligence,2001-06-29
P-10980,P-10990,Undirected,1,671,Harry Potter and the Philosopher's Stone,2001-11-16
P-10980,P-4566,Undirected,1,671,Harry Potter and the Philosopher's Stone,2001-11-16
P-10980,P-5049,Undirected,1,671,Harry Potter and the Philosopher's Stone,2001-11-16
P-10990,P-4566,Undirected,1,671,Harry Potter and the Philosopher's Stone,2001-11-16
P-10990,P-5049,Undirected,1,671,Harry Potter and the Philosopher's Stone,2001-11-16
P-4566,P-5049,Undirected,1,671,Harry Potter and the Philosopher's Stone,2001-11-16
P-10980,P-10990,Undirected,1,672,Harry Potter and the Chamber of Secrets,2002-11-13
P-10980,P-4566,Undirected,1,672,Harry Potter and the Chamber of Secrets,2002-11-13
P-10990,P-4566,Undirected,1,672,Harry Potter and the Chamber of Secrets,2002-11-13
P-10980,P-10990,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-10980,P-64,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-10980,P-4566,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-10980,P-7056,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-10990,P-64,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-10990,P-4566,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-10990,P-7056,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-64,P-4566,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-64,P-7056,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-4566,P-7056,Undirected,1,673,Harry Potter and the Prisoner of Azkaban,2004-05-31
P-10980,P-10990,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-10980,P-5469,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-10980,P-4566,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-10980,P-64,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-10990,P-5469,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-10990,P-4566,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-10990,P-64,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-5469,P-4566,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-5469,P-64,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-4566,P-64,Undirected,1,674,Harry Potter and the Goblet of Fire,2005-11-16
P-10980,P-10990,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10980,P-1283,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10980,P-64,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10980,P-5469,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10980,P-4566,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10980,P-7056,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10990,P-1283,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10990,P-64,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10990,P-5469,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10990,P-4566,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-10990,P-7056,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-1283,P-64,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-1283,P-5469,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-1283,P-4566,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-1283,P-7056,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-64,P-5469,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-64,P-4566,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-64,P-7056,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-5469,P-4566,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-5469,P-7056,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-4566,P-7056,Undirected,1,675,Harry Potter and the Order of the Phoenix,2007-07-08
P-880,P-3967,Undirected,1,676,Pearl Harbor,2001-05-21
P-8891,P-2231,Undirected,1,680,Pulp Fiction,1994-09-10
P-8891,P-62,Undirected,1,680,Pulp Fiction,1994-09-10
P-8891,P-4690,Undirected,1,680,Pulp Fiction,1994-09-10
P-2231,P-62,Undirected,1,680,Pulp Fiction,1994-09-10
P-2231,P-4690,Undirected,1,680,Pulp Fiction,1994-09-10
P-62,P-4690,Undirected,1,680,Pulp Fiction,1994-09-10
P-1038,P-5049,Undirected,1,686,Contact,1997-07-11
P-5064,P-190,Undirected,1,688,The Bridges of Madison County,1995-06-02
P-7399,P-380,Undirected,1,693,Meet the Fockers,2004-12-22
P-7399,P-4483,Undirected,1,693,Meet the Fockers,2004-12-22
P-7399,P-10400,Undirected,1,693,Meet the Fockers,2004-12-22
P-380,P-4483,Undirected,1,693,Meet the Fockers,2004-12-22
P-380,P-10400,Undirected,1,693,Meet the Fockers,2004-12-22
P-4483,P-10400,Undirected,1,693,Meet the Fockers,2004-12-22
P-3092,P-5064,Undirected,1,696,Manhattan,1979-04-25
P-3092,P-4690,Undirected,1,703,Annie Hall,1977-04-19
P-3092,P-4785,Undirected,1,703,Annie Hall,1977-04-19
P-3092,P-10205,Undirected,1,703,Annie Hall,1977-04-19
